battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1625,yes,1.3,no,6,yes,61,1.0,130,7,12,1568,1832,1512,12,10.0,18,yes,yes,no,2
916,yes,0.6,no,0,yes,26,0.7999999999999999,157,4,0,706,721,1124,12,9.0,3,yes,yes,yes,0
1723,yes,0.6,yes,4,yes,33,0.6,138,4,5,871,1048,709,19,2.0,6,yes,yes,yes,0
892,yes,2.3000000000000003,yes,4,no,44,0.6,208,8,13,1074,1873,753,7,3.0,4,no,no,no,0
725,no,0.6,no,0,yes,3,0.30000000000000004,178,4,3,920,1748,1853,15,3.0,17,yes,no,no,1
854,no,1.1,yes,4,yes,62,0.7999999999999999,114,7,13,293,1159,2255,17,4.0,8,yes,yes,no,1
1981,yes,1.7000000000000002,yes,0,no,32,0.30000000000000004,175,7,1,833,1630,454,13,6.0,15,no,yes,no,0
712,yes,0.6,no,6,no,32,0.9,161,5,9,485,857,1421,12,11.0,19,no,yes,no,0
1036,no,2.7,yes,2,yes,45,0.4,200,3,4,182,1293,971,15,1.0,8,yes,no,no,0
602,no,2.6,yes,8,yes,22,0.2,155,1,11,207,1162,3443,19,1.0,6,yes,no,no,2
1029,no,0.6,no,2,yes,64,1.0,113,2,7,1698,1747,3788,17,12.0,13,yes,no,no,3
1262,no,0.7,no,5,yes,13,1.1,116,6,6,165,736,2712,13,1.0,9,yes,yes,no,2
677,no,2.4,no,10,no,60,1.0,154,5,15,192,757,1737,7,0.0,14,yes,no,yes,0
1696,yes,,,0,,34,0.4,112,7,7,377,549,2300,17,,3,yes,yes,no,2
708,no,0.6,no,13,yes,31,0.2,118,3,19,543,938,2421,8,7.0,5,yes,no,yes,1
1364,no,0.6,no,3,no,25,0.9,141,7,9,553,1505,997,7,6.0,19,no,yes,yes,0
1529,no,2.8000000000000003,no,10,yes,60,0.2,164,5,14,526,1116,2080,5,3.0,12,yes,yes,yes,2
770,no,0.6,yes,0,no,19,1.0,169,2,1,637,991,1147,19,1.0,8,no,no,yes,0
1316,no,3.0,yes,8,yes,41,0.2,165,4,12,113,577,628,10,4.0,5,yes,yes,yes,0
1405,no,2.8000000000000003,no,2,yes,26,0.2,174,5,3,461,1251,3373,13,9.0,10,yes,no,yes,3
783,no,1.2000000000000002,no,2,no,38,0.5,208,5,7,304,1674,3510,13,8.0,6,no,no,yes,3
988,yes,1.6,no,1,yes,23,0.9,193,8,3,471,800,2387,16,9.0,20,yes,no,no,1
1312,no,1.5,no,0,no,33,0.5,115,1,14,806,1016,1303,13,12.0,20,no,no,yes,1
562,yes,2.1,yes,6,yes,57,0.4,91,3,12,80,1327,2169,11,10.0,8,yes,no,yes,1
1350,no,1.4000000000000001,no,0,no,43,0.5,126,5,6,204,501,3916,10,3.0,9,yes,no,yes,3
1569,no,0.6,yes,3,no,22,0.6,129,6,6,545,1621,2314,9,1.0,19,yes,no,no,2
1981,yes,3.0,yes,0,yes,19,1.1,186,3,9,1331,1532,413,8,2.0,3,yes,yes,yes,0
1719,yes,1.4000000000000001,no,1,no,62,0.7999999999999999,140,1,3,609,810,3228,6,4.0,6,no,yes,no,3
1415,no,0.6,yes,4,yes,39,0.2,195,5,12,1039,1318,3880,19,16.0,5,yes,no,no,3
1360,no,2.6,yes,0,no,20,0.7,145,7,0,1485,1655,3408,5,1.0,12,no,no,yes,3
1521,no,3.0,no,2,no,30,0.7999999999999999,122,7,8,1122,1702,2442,9,5.0,11,yes,yes,yes,2
1256,no,1.3,yes,2,no,50,0.7999999999999999,118,5,6,462,1013,3961,10,4.0,18,yes,yes,no,3
1593,yes,2.3000000000000003,no,3,yes,49,0.5,164,6,7,1384,1883,3705,17,6.0,21,yes,yes,no,3
1642,yes,0.7999999999999999,no,10,yes,21,0.9,179,7,14,589,1301,339,16,3.0,6,yes,yes,no,0
665,no,0.9,yes,0,no,25,0.7,193,2,1,82,1605,3178,6,2.0,3,yes,no,yes,2
1626,no,1.7000000000000002,yes,8,no,28,0.5,160,2,10,689,699,2475,16,11.0,3,yes,no,no,2
1110,yes,1.4000000000000001,yes,14,yes,2,0.4,179,7,20,208,1742,1231,5,3.0,5,yes,yes,no,0
1190,yes,1.5,yes,0,yes,9,0.7,124,2,0,1339,1558,2898,12,11.0,17,yes,no,yes,3
865,no,1.7000000000000002,yes,5,yes,6,0.7999999999999999,143,4,13,717,1799,522,10,2.0,19,yes,no,yes,0
1110,no,1.1,no,3,no,49,0.7999999999999999,150,5,12,1298,1666,3256,12,0.0,17,yes,no,no,3
1070,no,2.1,yes,1,yes,37,1.0,194,7,13,186,1998,1805,5,4.0,8,yes,no,no,1
1704,yes,2.4,no,12,yes,52,0.6,155,2,15,1397,1491,2503,16,12.0,5,yes,no,no,3
810,no,0.6,yes,0,no,8,0.2,202,4,1,618,1891,3764,15,9.0,13,yes,no,yes,3
1273,no,0.6,yes,2,no,54,0.2,169,8,3,613,650,992,14,11.0,7,no,yes,yes,0
1983,yes,2.0,yes,13,no,45,0.4,185,6,18,193,1234,1382,10,1.0,14,no,yes,no,1
616,no,1.8,yes,0,yes,58,0.30000000000000004,138,7,2,22,519,3489,15,6.0,12,yes,yes,yes,2
1592,no,0.7,yes,0,no,7,0.4,132,3,17,1464,1595,1203,12,3.0,19,yes,yes,yes,1
1947,no,,,4,,21,0.7999999999999999,123,3,10,280,895,3017,6,,16,no,no,no,3
1137,yes,,,9,,43,0.5,168,1,11,690,1589,3206,18,,7,yes,no,no,3
1051,no,0.7,yes,8,yes,2,0.4,182,6,10,39,1564,435,10,7.0,7,yes,no,no,0
1809,yes,2.2,no,2,no,49,0.9,135,1,10,337,1384,1908,17,13.0,14,no,yes,yes,2
505,no,2.6,no,3,no,57,0.7,195,6,11,778,1291,307,11,8.0,17,no,no,yes,0
677,no,2.5,no,1,no,42,0.7,197,7,2,482,874,2955,9,5.0,14,yes,yes,no,2
1305,no,1.1,yes,0,yes,15,0.2,148,3,10,229,1604,2576,12,4.0,15,yes,yes,yes,2
1006,yes,3.0,yes,0,no,35,0.30000000000000004,151,6,9,901,1162,3774,17,8.0,19,no,yes,yes,3
1974,no,1.3,yes,0,no,37,0.7999999999999999,112,2,1,715,1648,2872,16,0.0,18,no,no,no,3
1161,yes,2.9,no,5,yes,18,0.6,93,1,7,681,723,2248,8,1.0,4,yes,yes,no,1
1784,yes,2.9,yes,6,yes,58,0.9,167,1,13,867,999,2407,15,0.0,17,yes,no,yes,2
896,no,2.2,yes,16,no,16,0.7999999999999999,178,8,20,286,1300,3379,5,1.0,7,yes,yes,yes,2
1886,no,2.2,yes,7,yes,43,0.9,195,1,18,451,819,3621,14,8.0,8,yes,yes,yes,3
1650,yes,0.6,no,1,yes,17,1.0,152,2,3,1119,1238,1186,6,2.0,3,yes,no,yes,1
800,no,2.5,no,5,no,4,0.30000000000000004,106,3,9,526,643,2967,15,7.0,15,yes,yes,no,2
1278,yes,3.0,yes,2,no,53,0.4,140,2,3,217,735,3800,19,10.0,9,yes,yes,yes,3
1333,yes,1.7000000000000002,no,0,no,16,0.6,175,2,7,1109,1226,1028,13,5.0,21,yes,no,yes,1
1622,no,2.7,yes,6,no,5,1.0,196,6,18,434,1339,1088,18,14.0,14,yes,no,no,1
1094,no,2.8000000000000003,yes,8,no,45,0.9,195,1,10,1404,1424,1305,12,3.0,21,no,yes,yes,1
1020,yes,0.7999999999999999,yes,7,no,63,0.2,165,5,18,856,883,3050,10,3.0,3,no,no,yes,2
547,no,0.6,no,0,yes,11,0.4,141,3,1,381,1452,618,15,6.0,20,yes,yes,yes,0
556,yes,1.4000000000000001,no,0,no,12,0.2,115,6,10,85,806,3766,10,7.0,5,no,yes,yes,2
1266,no,3.0,yes,2,yes,34,0.30000000000000004,181,3,3,562,849,421,7,4.0,4,yes,yes,yes,0
1434,yes,1.8,yes,6,yes,39,0.4,174,4,18,209,947,506,14,4.0,11,yes,yes,no,0
831,no,0.6,no,0,no,56,0.7,139,7,1,91,1916,822,12,6.0,12,yes,no,yes,0
1743,yes,1.9000000000000001,no,0,no,14,0.7999999999999999,153,8,0,730,1895,3389,11,3.0,4,yes,no,no,3
735,no,2.2,no,5,yes,7,0.30000000000000004,184,7,10,445,1409,1405,15,8.0,3,yes,yes,no,0
1874,yes,1.0,yes,0,no,16,0.6,90,2,2,286,1484,2297,15,11.0,17,no,no,yes,2
1855,no,0.6,yes,1,no,27,0.4,207,6,13,985,1005,1975,10,2.0,9,yes,no,yes,2
1151,yes,2.3000000000000003,no,4,no,30,0.30000000000000004,116,6,5,1617,1675,3757,17,14.0,9,yes,no,no,3
893,no,0.6,yes,9,yes,25,0.4,206,2,19,375,1724,2075,7,1.0,11,yes,no,yes,1
1913,yes,2.1,no,7,yes,64,0.7,173,8,8,1795,1958,3874,9,8.0,12,yes,yes,no,3
552,yes,0.6,no,16,yes,23,0.2,155,2,17,486,1930,304,18,5.0,9,yes,no,no,0
1762,no,2.0,no,1,yes,50,0.9,208,1,2,273,1704,2551,10,,5,yes,yes,no,2
971,no,2.5,no,0,no,45,0.4,134,7,0,491,589,406,18,5.0,20,yes,no,yes,0
1788,no,0.6,no,9,yes,58,0.7999999999999999,171,7,10,231,1671,2766,9,3.0,8,yes,yes,yes,3
1044,no,2.3000000000000003,no,15,yes,11,0.7,149,5,16,68,1018,2828,18,0.0,3,yes,no,no,2
1370,no,3.1,yes,10,no,50,0.30000000000000004,107,7,18,698,829,2498,13,6.0,6,no,yes,yes,2
1594,no,2.2,no,6,yes,50,0.2,191,2,17,510,522,2105,19,8.0,8,yes,no,no,1
1069,no,,,11,,14,0.30000000000000004,156,1,15,965,1009,968,5,,14,no,no,yes,0
776,yes,2.9,no,7,yes,55,1.0,134,3,18,8,896,3918,8,1.0,13,yes,yes,no,3
1503,no,,,12,,2,0.30000000000000004,197,1,15,198,1056,2489,13,,17,yes,yes,yes,2
1616,no,2.0,no,8,yes,55,0.4,198,3,17,860,1330,3916,17,13.0,14,yes,no,no,3
913,yes,3.0,no,0,no,46,0.2,191,5,1,461,670,365,9,5.0,18,no,yes,no,0
1522,no,0.6,no,1,yes,24,0.7999999999999999,209,5,8,109,1909,3235,13,3.0,5,yes,no,yes,3
1349,no,1.0,yes,8,yes,53,0.9,118,6,15,961,1008,3838,15,3.0,15,yes,no,yes,3
969,yes,1.7000000000000002,no,4,no,25,0.7,102,8,9,243,1642,3078,7,4.0,19,no,yes,yes,2
1444,no,2.3000000000000003,no,0,yes,56,0.7999999999999999,155,5,3,1626,1668,1515,11,8.0,8,yes,yes,no,2
1206,yes,2.7,no,0,no,10,0.4,209,7,3,480,1482,1726,11,2.0,20,yes,no,no,1
1802,yes,0.7999999999999999,no,2,yes,8,0.5,110,7,6,400,823,3483,10,8.0,9,yes,no,yes,3
1569,no,2.2,yes,3,no,22,0.9,163,3,19,190,1326,3993,15,2.0,11,yes,no,no,3
1441,no,1.0,no,12,yes,20,0.9,157,1,17,626,932,1792,19,12.0,16,yes,no,yes,1
1424,no,1.1,no,15,no,3,0.2,122,1,17,1,926,511,19,1.0,4,yes,yes,yes,0
1593,yes,2.3000000000000003,yes,4,yes,52,1.1,171,3,16,548,1641,284,10,9.0,15,yes,yes,yes,0
1931,yes,0.6,yes,0,yes,19,1.1,173,6,2,349,1051,1915,12,7.0,7,yes,yes,no,1
1644,yes,1.7000000000000002,yes,0,no,5,0.5,112,5,2,1686,1889,1335,18,0.0,3,no,no,yes,2
1513,no,2.6,yes,3,no,21,0.30000000000000004,124,3,18,1455,1982,3748,10,0.0,6,yes,no,no,3
1854,no,1.5,no,4,yes,10,0.7999999999999999,206,1,18,580,1163,3972,13,1.0,12,yes,no,yes,3
974,yes,1.4000000000000001,no,8,no,44,0.7999999999999999,92,7,10,297,589,3927,7,6.0,8,no,yes,no,3
693,yes,2.8000000000000003,yes,4,yes,33,1.0,118,4,8,951,962,426,5,3.0,16,yes,yes,yes,0
809,no,0.6,no,9,no,8,0.4,168,5,20,667,697,1286,17,13.0,3,no,yes,yes,0
1115,no,0.7,yes,0,no,25,0.4,155,1,10,1047,1312,279,11,2.0,13,yes,no,yes,0
723,yes,1.4000000000000001,yes,10,no,16,1.0,135,1,18,408,1862,1715,10,3.0,5,no,yes,yes,1
1514,yes,0.6,no,1,no,52,0.2,141,1,14,333,952,3004,6,5.0,8,no,no,yes,2
807,yes,0.7999999999999999,no,0,no,64,0.2,107,4,14,641,704,420,11,6.0,18,no,yes,yes,0
1322,no,0.6,yes,7,no,48,0.30000000000000004,178,5,16,103,1583,2895,8,5.0,10,no,no,yes,2
1238,no,1.0,yes,2,yes,57,0.2,198,1,14,517,809,1408,14,12.0,21,yes,no,yes,0
1389,no,0.6,no,0,yes,61,0.6,108,3,0,785,1151,631,5,3.0,12,yes,yes,no,0
1885,yes,2.8000000000000003,yes,6,yes,30,0.6,105,2,10,531,791,3726,16,15.0,21,yes,yes,yes,3
1595,yes,1.1,no,0,yes,52,0.7999999999999999,140,8,0,761,1336,1356,15,13.0,14,yes,yes,yes,1
1956,no,0.7,yes,8,no,7,1.0,136,3,9,673,690,3440,17,12.0,14,yes,no,no,3
1790,yes,0.6,yes,15,yes,2,0.4,160,6,20,472,1073,2657,12,2.0,5,yes,no,yes,2
835,yes,2.3000000000000003,no,4,no,27,1.0,134,1,6,359,1395,2152,9,5.0,8,no,yes,yes,1
573,no,0.7,no,1,yes,43,0.6,151,3,8,224,783,2589,7,5.0,19,yes,no,no,1
1862,no,0.6,yes,2,yes,55,0.7999999999999999,93,6,3,195,799,678,15,0.0,5,yes,no,yes,0
1370,yes,1.7000000000000002,yes,4,no,9,0.2,125,7,7,843,1145,2943,13,12.0,18,no,yes,no,3
1163,no,1.4000000000000001,yes,0,yes,21,0.7,136,8,12,308,1169,3338,6,4.0,15,yes,no,yes,3
1226,yes,1.7000000000000002,no,9,no,33,1.1,167,1,18,522,563,3798,10,5.0,14,yes,yes,no,3
904,yes,0.7,yes,0,no,63,0.7999999999999999,132,5,14,364,1360,3656,18,8.0,16,no,yes,yes,3
789,yes,0.6,no,15,no,11,0.7,103,1,16,806,1423,2936,8,6.0,15,yes,no,yes,2
1186,no,1.6,yes,1,yes,48,0.7,201,1,6,519,1577,3317,17,7.0,15,yes,yes,yes,3
1440,yes,1.9000000000000001,no,3,no,16,0.7,179,8,7,859,867,2248,14,11.0,16,no,no,no,2
1988,no,,,7,,51,0.5,105,3,9,342,774,3167,5,,14,yes,no,no,3
1909,no,2.1,no,13,no,55,1.0,115,7,15,713,1513,288,14,4.0,18,yes,no,yes,0
1491,no,2.5,yes,8,no,32,0.7,210,1,16,172,812,778,7,6.0,9,no,no,no,0
827,yes,1.6,no,11,no,38,0.5,104,3,18,540,783,718,11,4.0,15,no,yes,no,0
1288,yes,2.4,no,10,yes,16,0.2,108,2,18,18,662,426,10,5.0,5,yes,yes,no,0
842,no,0.7,no,0,yes,63,0.9,147,7,19,987,1081,3488,12,8.0,19,yes,yes,no,3
759,no,2.4,yes,5,yes,58,0.30000000000000004,173,4,7,535,697,3239,19,12.0,10,yes,no,yes,2
816,yes,1.2000000000000002,yes,2,no,41,0.9,187,2,10,1092,1406,1946,16,6.0,13,yes,no,no,1
1197,yes,1.2000000000000002,yes,2,yes,8,1.0,90,6,6,327,1001,645,14,2.0,20,yes,no,no,0
1070,no,1.4000000000000001,no,6,yes,52,0.2,107,8,7,994,1500,1438,16,1.0,16,yes,no,no,1
1880,yes,0.6,no,9,no,29,0.7,95,8,19,210,1026,1336,18,7.0,3,no,no,no,1
625,no,2.1,no,2,no,6,0.2,137,3,4,144,672,3659,17,3.0,20,yes,yes,no,2
527,no,2.5,yes,11,no,35,0.9,200,7,20,82,670,1611,16,11.0,4,no,no,no,0
1067,yes,0.6,no,0,yes,14,0.7999999999999999,99,2,2,188,928,3080,10,1.0,19,yes,no,yes,2
1298,no,1.5,yes,3,no,11,0.30000000000000004,139,7,4,1222,1382,2554,19,8.0,11,yes,yes,yes,2
644,no,2.9,no,3,no,34,0.9,207,2,15,331,1011,3357,12,5.0,14,no,no,no,2
1666,yes,3.0,yes,9,yes,15,0.6,187,7,19,1178,1929,1970,12,,10,yes,no,no,2
1500,yes,0.7999999999999999,no,3,yes,8,0.2,180,7,4,347,1076,3360,7,3.0,20,yes,no,no,3
983,yes,,,0,,2,0.2,146,3,7,75,688,1541,19,,20,no,no,no,0
1238,yes,2.9,no,6,yes,32,0.4,153,4,18,492,1403,944,16,12.0,15,yes,yes,yes,0
571,yes,0.6,yes,10,yes,4,0.9,180,3,19,351,1159,2353,8,7.0,11,yes,yes,no,1
605,yes,0.7999999999999999,yes,0,yes,64,0.30000000000000004,166,6,0,1842,1968,606,10,4.0,9,yes,yes,yes,0
1334,no,0.9,yes,2,no,11,0.6,197,2,4,758,1165,1287,5,0.0,10,yes,yes,no,1
1415,no,0.7,no,0,yes,13,0.2,138,1,0,1323,1481,517,5,0.0,19,yes,yes,no,0
1066,no,3.0,yes,1,yes,34,0.30000000000000004,194,6,13,1175,1569,656,16,13.0,7,yes,no,no,0
1446,no,0.7,no,2,no,48,0.6,92,5,17,1092,1554,2542,17,2.0,16,yes,yes,yes,3
1556,no,2.8000000000000003,yes,3,yes,47,0.7999999999999999,195,5,12,319,1367,511,12,3.0,20,yes,no,no,0
1189,no,2.4,no,0,yes,21,0.30000000000000004,132,6,6,215,1125,2549,10,3.0,6,yes,yes,no,2
1158,yes,2.8000000000000003,yes,1,yes,30,1.0,183,3,16,945,1913,2737,16,15.0,14,yes,no,yes,2
843,yes,0.6,yes,8,no,39,0.2,209,6,13,546,828,2944,11,5.0,17,no,yes,yes,2
732,yes,1.4000000000000001,yes,6,no,6,1.0,177,7,10,1096,1155,2814,10,1.0,18,no,no,no,2
880,yes,1.4000000000000001,no,13,yes,31,0.6,163,4,18,575,618,3499,9,7.0,12,yes,yes,no,2
1061,no,0.6,yes,0,no,50,0.7999999999999999,192,8,1,519,1545,621,5,3.0,19,no,yes,yes,0
1580,no,3.0,no,8,no,3,1.0,210,1,20,342,670,3485,17,4.0,17,yes,no,no,3
1831,no,1.8,no,0,no,36,0.9,122,5,1,291,563,1477,11,4.0,8,no,no,no,1
914,no,0.6,yes,0,no,58,0.4,117,5,1,165,1723,3575,17,3.0,21,yes,yes,no,3
1183,no,2.4,no,12,yes,61,0.7,126,2,16,385,831,2022,6,0.0,19,yes,yes,no,1
1499,yes,0.7999999999999999,no,5,no,32,0.7999999999999999,102,3,9,1920,1933,1331,6,1.0,8,yes,yes,no,2
1744,yes,1.7000000000000002,no,3,no,49,0.9,110,1,9,1134,1469,1949,5,4.0,7,yes,no,yes,2
1551,yes,0.6,no,4,no,8,0.5,168,5,7,721,1514,2000,12,7.0,16,yes,yes,no,2
1374,yes,2.8000000000000003,no,7,no,34,0.5,203,4,17,687,937,727,11,3.0,21,yes,no,no,0
1114,no,0.6,no,0,yes,12,1.0,200,4,6,777,1119,3304,11,0.0,21,yes,yes,yes,3
1007,no,0.6,no,0,no,46,0.5,143,8,17,176,1556,3886,17,0.0,21,no,yes,yes,3
785,yes,1.8,yes,9,yes,27,0.4,160,6,11,458,1263,1187,15,4.0,7,yes,yes,yes,0
1700,no,2.6,no,10,yes,26,0.5,115,2,18,485,1819,1658,5,3.0,18,yes,no,yes,2
1064,no,1.6,no,3,no,45,0.30000000000000004,161,3,4,798,1435,913,14,2.0,10,no,no,no,0
991,yes,2.1,no,4,no,17,0.30000000000000004,176,3,19,256,1394,3894,18,,20,yes,yes,no,3
1985,yes,1.3,yes,6,yes,27,0.7,135,1,11,370,1197,3899,12,10.0,11,yes,yes,yes,3
1256,no,1.8,no,0,yes,45,0.5,156,3,3,1571,1956,608,7,2.0,3,yes,yes,yes,1
870,no,1.8,no,0,no,30,0.9,93,4,0,276,1026,1655,11,7.0,18,yes,no,no,1
1286,yes,2.9,yes,0,no,10,1.0,165,2,14,160,516,2199,16,2.0,10,no,yes,yes,1
1765,no,3.0,yes,1,yes,53,0.30000000000000004,111,4,20,138,806,2068,12,9.0,18,yes,yes,yes,1
696,yes,1.9000000000000001,yes,15,no,36,0.5,203,4,20,983,1230,3678,12,8.0,6,yes,no,yes,3
1267,no,0.7,yes,4,yes,49,0.6,100,1,5,275,687,1520,16,11.0,9,yes,no,yes,1
818,yes,0.6,no,4,no,14,1.0,208,3,13,149,558,1020,17,10.0,16,yes,no,no,0
1533,no,2.1,no,0,yes,60,0.5,172,6,1,625,765,2526,13,11.0,8,yes,no,no,2
936,no,2.1,yes,2,no,30,0.7999999999999999,192,8,15,521,1190,705,10,,8,no,no,yes,0
1626,yes,2.7,yes,0,no,58,1.1,210,3,11,1530,1744,1253,13,4.0,19,no,yes,yes,1
876,no,1.4000000000000001,no,5,no,8,0.6,195,1,20,442,1248,584,6,4.0,16,no,no,no,0
1968,no,0.9,yes,15,yes,48,0.30000000000000004,154,1,16,1242,1973,1254,6,4.0,20,yes,yes,yes,2
1050,yes,1.6,no,2,yes,29,1.1,192,1,4,29,1670,2148,11,10.0,3,yes,no,no,1
1498,yes,2.0,yes,13,no,38,0.2,136,4,14,501,506,1929,17,4.0,7,no,no,yes,1
1691,yes,2.5,yes,0,yes,13,1.0,178,2,9,521,674,1174,12,11.0,18,yes,yes,yes,0
1560,yes,2.5,no,0,yes,27,0.2,156,1,1,120,1409,3600,9,2.0,13,yes,no,yes,3
584,no,0.6,yes,3,no,27,0.30000000000000004,178,3,10,985,1420,2439,19,2.0,3,yes,yes,yes,2
1487,no,2.9,no,3,yes,44,0.2,148,4,14,341,774,3273,14,12.0,9,yes,yes,no,3
1993,yes,1.9000000000000001,no,11,no,9,0.7999999999999999,104,3,12,751,1377,1513,17,8.0,10,no,no,no,1
555,no,0.6,yes,2,yes,23,0.6,129,3,3,993,1517,2983,7,3.0,15,yes,no,no,2
807,no,0.9,no,1,no,34,0.7,98,6,2,1262,1538,3649,18,11.0,10,yes,no,yes,3
766,yes,1.3,yes,1,no,13,1.1,162,8,2,361,511,3150,18,7.0,7,yes,yes,no,2
1591,no,,,9,,46,0.5,94,3,16,618,940,2375,11,,21,yes,yes,no,2
1458,no,1.7000000000000002,yes,9,yes,39,0.2,90,8,10,815,1666,4000,6,3.0,14,yes,yes,no,3
745,no,0.6,yes,0,yes,33,0.4,105,2,1,1587,1659,318,19,10.0,5,yes,no,no,0
1063,yes,2.2,no,3,yes,52,0.2,119,7,4,138,1330,1001,16,12.0,10,yes,yes,no,0
1430,yes,1.7000000000000002,no,0,no,7,0.2,163,4,2,584,983,1810,12,8.0,14,no,yes,no,1
834,no,1.2000000000000002,no,0,yes,46,0.4,103,6,0,820,1366,3319,8,0.0,20,yes,yes,no,3
1627,yes,0.6,yes,2,yes,50,0.2,117,8,17,8,1219,672,16,3.0,9,yes,no,no,0
909,no,1.5,yes,3,no,42,0.30000000000000004,161,1,16,171,507,586,11,9.0,7,yes,no,no,0
1586,yes,1.4000000000000001,no,6,no,41,0.7,145,4,15,160,1291,1563,10,,18,no,no,yes,1
1384,yes,0.6,no,7,yes,13,0.4,209,2,18,612,719,2075,16,7.0,10,yes,no,yes,1
635,yes,,,0,,46,0.7999999999999999,112,6,10,709,1915,1403,19,,12,yes,yes,no,1
1446,yes,2.2,no,9,no,38,0.5,114,7,16,624,917,3766,14,9.0,11,no,no,no,3
924,yes,0.7999999999999999,no,0,yes,47,1.1,167,8,14,1295,1808,1466,17,4.0,13,yes,no,yes,1
1747,no,1.6,yes,4,yes,57,0.2,169,3,16,1164,1908,2887,13,11.0,6,yes,yes,yes,3
1756,yes,2.2,yes,1,yes,52,1.1,111,4,3,199,1452,3021,11,6.0,20,yes,no,yes,3
1571,no,0.6,yes,3,no,33,0.30000000000000004,157,1,13,519,930,3540,18,1.0,16,yes,no,yes,3
1662,no,2.9,yes,4,no,7,0.9,194,1,6,76,1165,1533,12,0.0,8,no,no,no,1
1863,yes,1.0,no,4,yes,55,0.6,158,7,8,1698,1877,603,7,5.0,5,yes,no,no,1
650,no,2.0,yes,4,no,8,1.1,101,5,19,819,1997,2993,8,7.0,5,no,no,yes,2
1381,no,0.6,yes,1,no,19,0.4,144,8,17,387,671,3914,11,2.0,20,no,yes,yes,3
1912,yes,1.8,no,0,no,34,0.7,125,2,0,985,1284,311,8,4.0,11,no,no,yes,0
1809,no,2.1,yes,0,yes,13,0.6,165,8,0,970,974,325,9,3.0,4,yes,yes,yes,0
1347,yes,3.1,no,7,yes,38,0.2,172,3,11,512,1465,1324,9,2.0,16,yes,no,no,1
906,no,1.7000000000000002,yes,5,yes,14,0.30000000000000004,112,8,9,56,760,1848,7,0.0,4,yes,no,yes,1
1241,no,1.3,yes,5,yes,52,1.0,132,2,10,590,661,419,8,0.0,7,yes,no,yes,0
1332,no,1.0,no,6,yes,52,0.9,94,4,12,462,1304,3271,19,6.0,9,yes,yes,no,3
674,yes,0.6,yes,0,no,54,1.0,105,4,11,578,1143,669,17,8.0,15,no,no,no,0
1780,no,0.6,no,0,yes,23,0.6,111,6,11,1028,1445,3943,19,6.0,14,yes,no,no,3
1132,yes,2.6,no,4,yes,58,0.2,142,5,14,88,1261,1020,17,1.0,17,yes,no,no,0
1361,no,0.7,no,4,no,59,0.4,96,2,6,1692,1902,3144,19,3.0,18,no,yes,yes,3
1868,yes,2.6,yes,3,yes,47,0.9,99,5,9,358,1782,1446,7,4.0,21,yes,no,no,1
1599,no,2.4,no,11,no,34,0.5,99,1,14,64,1667,936,16,10.0,10,no,yes,no,0
1048,yes,2.9,yes,0,yes,58,0.30000000000000004,110,8,0,259,1040,3865,17,12.0,10,yes,yes,yes,3
1037,no,0.7,yes,2,yes,44,0.6,109,3,3,236,1960,3508,14,5.0,13,yes,yes,no,3
1177,yes,1.4000000000000001,no,2,no,19,0.4,174,7,9,873,1394,1946,9,4.0,10,yes,yes,no,1
1263,yes,0.6,yes,0,yes,11,0.30000000000000004,100,4,0,858,1591,350,14,9.0,15,yes,no,yes,0
1070,no,0.7999999999999999,yes,9,no,51,0.6,134,4,15,1405,1910,552,12,8.0,7,yes,yes,no,0
1715,no,3.1,yes,5,yes,20,1.0,114,7,17,237,890,973,11,10.0,11,yes,no,no,0
1690,no,2.6,no,0,yes,21,0.30000000000000004,180,7,0,650,864,3986,17,14.0,9,yes,yes,yes,3
1415,yes,,yes,4,,45,0.5,114,5,6,1949,1994,2975,17,,16,yes,no,yes,3
561,yes,0.6,no,10,no,11,0.5,92,5,14,541,823,2021,10,,17,yes,yes,yes,1
1092,no,1.4000000000000001,yes,5,no,27,0.2,101,4,16,1638,1910,1354,5,1.0,12,no,yes,no,1
820,no,1.4000000000000001,no,14,no,43,1.0,187,6,15,111,510,548,12,6.0,8,yes,yes,yes,0
1458,no,1.7000000000000002,yes,5,no,49,0.30000000000000004,203,3,20,1285,1427,3626,12,11.0,17,yes,yes,no,3
776,no,0.6,yes,2,yes,10,0.6,198,2,9,1480,1731,2946,8,6.0,3,yes,yes,yes,2
1070,no,0.6,yes,0,yes,19,1.0,207,8,9,322,875,1211,19,12.0,13,yes,yes,no,0
1375,yes,2.0,yes,1,yes,29,1.0,151,6,12,1220,1348,2754,15,2.0,8,yes,yes,yes,3
1779,yes,3.1,no,3,no,20,0.7,198,6,5,511,616,3870,5,1.0,8,no,yes,yes,3
513,yes,0.7,yes,12,no,50,0.2,185,3,16,140,622,1486,9,7.0,9,yes,no,no,0
1404,yes,0.7,yes,3,no,46,0.4,97,7,12,1081,1767,349,17,0.0,13,yes,no,yes,0
1272,yes,2.4,no,0,no,58,0.6,114,5,1,1512,1716,3301,13,4.0,17,no,no,yes,3
921,no,0.6,yes,11,no,13,0.4,169,1,15,275,570,1030,8,4.0,18,yes,no,no,0
